,id,ts,pred_val
19098,11736,2023-01-13 18:14:10,0.3569206
19099,11738,2023-01-13 18:16:11,0.3569206
19100,11741,2023-01-13 18:19:10,0.3569206
19101,11747,2023-01-13 18:25:10,0.3569206
19102,11748,2023-01-13 18:26:10,0.3569206
19103,11749,2023-01-13 18:27:10,0.3569206
19104,11759,2023-01-13 18:37:10,0.3569206
19105,11761,2023-01-13 18:39:09,0.3569206
19106,11762,2023-01-13 18:40:10,0.3569206
19107,11764,2023-01-13 18:42:10,0.3569206
19108,11770,2023-01-13 18:48:10,0.3569206
19109,11779,2023-01-13 18:57:09,0.3569206
19110,11782,2023-01-13 19:00:10,0.3569206
19111,11788,2023-01-13 19:06:10,0.3569206
19112,11789,2023-01-13 19:07:10,0.3569206
19113,11795,2023-01-13 19:13:10,0.3569206
19114,11797,2023-01-13 19:15:10,0.3569206
19115,11799,2023-01-13 19:17:10,0.3569206
19116,11801,2023-01-13 19:19:11,0.3569206
19117,11802,2023-01-13 19:20:10,0.3569206
19118,11807,2023-01-13 19:25:09,0.3569206
19119,11808,2023-01-13 19:26:10,0.3569206
19120,11809,2023-01-13 19:27:09,0.3569206
19121,11817,2023-01-13 19:35:10,0.3569206
19122,11822,2023-01-13 19:40:10,0.3569206
19123,11827,2023-01-13 19:45:10,0.3569206
19124,11828,2023-01-13 19:46:10,0.3569206
19125,11835,2023-01-13 19:53:10,0.3569206
19126,11838,2023-01-13 19:56:10,0.3569206
19127,11843,2023-01-13 20:01:10,0.3569206
19128,11848,2023-01-13 20:06:10,0.3569206
19129,11851,2023-01-13 20:09:10,0.3569206
19130,11859,2023-01-13 20:17:10,0.3569206
19131,11861,2023-01-13 20:19:10,0.3569206
19132,11868,2023-01-13 20:26:10,0.3569206
19133,11869,2023-01-13 20:27:10,0.3569206
19134,11872,2023-01-13 20:30:09,0.3569206
19135,11873,2023-01-13 20:31:10,0.3569206
19136,11874,2023-01-13 20:32:10,0.3569206
19137,11881,2023-01-13 20:39:10,0.3569206
19138,11884,2023-01-13 20:42:10,0.3569206
19139,11886,2023-01-13 20:44:09,0.3569206
19140,11892,2023-01-13 20:50:10,0.3569206
19141,11901,2023-01-13 20:59:09,0.3569206
19142,11905,2023-01-13 21:03:10,0.3569206
19143,11907,2023-01-13 21:05:10,0.3569206
19144,11909,2023-01-13 21:07:09,0.3569206
19145,11911,2023-01-13 21:09:10,0.3569206
19146,11918,2023-01-13 21:16:11,0.3569206
19147,11924,2023-01-13 21:22:09,0.3569206
19148,11934,2023-01-13 21:32:10,0.3569206
19149,11939,2023-01-13 21:37:11,0.3569206
19150,11946,2023-01-13 21:44:10,0.3569206
19151,11948,2023-01-13 21:46:10,0.3569206
19152,11949,2023-01-13 21:47:10,0.3569206
19153,11952,2023-01-13 21:50:10,0.3569206
19154,11954,2023-01-13 21:52:09,0.3569206
19155,11960,2023-01-13 21:58:10,0.3569206
19156,11963,2023-01-13 22:01:10,0.3569206
19157,11964,2023-01-13 22:02:10,0.3569206
19158,11967,2023-01-13 22:05:10,0.3569206
19159,11968,2023-01-13 22:06:10,0.3569206
19160,11969,2023-01-13 22:07:10,0.3569206
19161,11971,2023-01-13 22:09:09,0.3569206
19162,11972,2023-01-13 22:10:10,0.3569206
19163,11973,2023-01-13 22:11:09,0.3569206
19164,11982,2023-01-13 22:20:09,0.3569206
19165,11984,2023-01-13 22:22:10,0.3569206
19166,11985,2023-01-13 22:23:11,0.3569206
19167,11988,2023-01-13 22:26:10,0.3569206
19168,11989,2023-01-13 22:27:10,0.3569206
19169,11991,2023-01-13 22:29:09,0.3569206
19170,11998,2023-01-13 22:36:10,0.3569206
19171,12010,2023-01-13 22:48:10,0.3569206
19172,12018,2023-01-13 22:56:10,0.3569206
19173,12021,2023-01-13 22:59:10,0.3569206
19174,12024,2023-01-13 23:02:10,0.3569206
19175,12027,2023-01-13 23:05:10,0.3569206
19176,12038,2023-01-13 23:16:09,0.3569206
19177,12043,2023-01-13 23:21:10,0.3569206
19178,12045,2023-01-13 23:23:10,0.3569206
19179,12051,2023-01-13 23:29:10,0.3569206
19180,12052,2023-01-13 23:30:10,0.3569206
19181,12058,2023-01-13 23:36:10,0.3569206
19182,12061,2023-01-13 23:39:10,0.3569206
19183,12064,2023-01-13 23:42:10,0.3569206
19184,12069,2023-01-13 23:47:10,0.3569206
19185,12070,2023-01-13 23:48:10,0.3569206
19186,12073,2023-01-13 23:51:10,0.3569206
19187,12079,2023-01-13 23:57:10,0.3569206
19188,12085,2023-01-14 00:03:10,0.3569206
19189,12091,2023-01-14 00:09:10,0.3569206
19190,12093,2023-01-14 00:11:10,0.3569206
19191,12098,2023-01-14 00:16:10,0.3569206
19192,12100,2023-01-14 00:18:10,0.3569206
19193,12101,2023-01-14 00:19:10,0.3569206
19194,12104,2023-01-14 00:22:10,0.3569206
19195,12109,2023-01-14 00:27:10,0.3569206
19196,12112,2023-01-14 00:30:10,0.3569206
19197,12114,2023-01-14 00:32:10,0.3569206
19198,12115,2023-01-14 00:33:10,0.3569206
19199,12126,2023-01-14 00:44:10,0.3569206
19200,12131,2023-01-14 00:49:10,0.3569206
19201,12134,2023-01-14 00:52:10,0.3569206
19202,12148,2023-01-14 01:06:09,0.3569206
19203,12149,2023-01-14 01:07:10,0.3569206
